ID,Label,Following,Followers,Tweets_count,Favourites,Time_Zone,Location
ChibiYoru,ChibiYoru,148,615,99909,80552,Madrid,Dun Modr -  EU
PedroDuranGonz3,PedroDuranGonz3,298,142,703,264,,"Sedaví, España"
arathodic,arathodic,2207,1272,36260,26402,Madrid,
TonnyWanna,TonnyWanna,356,255,6338,4166,Greenland,"Llegando, a dos paradas."
FaidiFawaz,FaidiFawaz,73,37,1420,117,,
SniffyDiffy,SniffyDiffy,732,1611,39071,19790,Amsterdam,"Johannesburgo, Sudáfrica"
Byeluque,Byeluque,53,37,4100,3904,,
robergomez_23,robergomez_23,38,19,400,129,,
ItzZuga,ItzZuga,219,3134,11920,32244,Amsterdam,"Vigo, Spain"
JinxedLilith,JinxedLilith,465,927,50953,8986,Belgrade,Quin Decim
HyDrAxX_,HyDrAxX_,612,77,1079,312,Madrid,404 error
carmancobain,carmancobain,33,198,2811,184,,
Stoyhastaelpelo,Stoyhastaelpelo,666,904,60002,51448,Pacific Time (US & Canada),
ines_saez,ines_saez,1535,736,27664,4825,Madrid,València
Razvieu,Razvieu,683,9018,40487,24,Madrid,Raz Van Bass / Raz Van Buuren
PANAIR1964,PANAIR1964,166,76,12501,1720,Pacific Time (US & Canada),
reydecobos,reydecobos,294,146,7496,4632,Madrid,cáceres
accaro77,accaro77,605,273,6126,18945,,
robotronk1,robotronk1,947,2363,18026,21560,Pacific Time (US & Canada),LibreSpain 
admora_in,admora_in,111,37,8854,6835,,
DaviidA99,DaviidA99,90,30,5039,2995,Amsterdam,Where amazing happens.
Marcosm107,Marcosm107,563,368,12500,11562,Athens,"Dada Land, Dreambeach."
_Nachop,_Nachop,273,367,22878,24716,Pacific Time (US & Canada),He/him
carralportas,carralportas,54,38,5276,6241,,Na miña casa
LaLauriRudie,LaLauriRudie,1113,459,21167,13833,Hawaii,
sergiokfe,sergiokfe,322,171,8614,4456,Belgrade,
LuchaxRojas,LuchaxRojas,1164,476,3208,1371,,España
LynnxNarwhal,LynnxNarwhal,657,463,13421,19133,Pacific Time (US & Canada),INTP
DEF_CON_DOS,DEF_CON_DOS,488,12986,17825,9177,Amsterdam,Madrid (Sur de Europa)
nxadt,nxadt,733,1873,71165,26756,Madrid,"Roma, pero a veces en Pamplona"
telo_azul,telo_azul,642,1733,74289,63748,,En el culo del mundo(me perdí)
MiGulag,MiGulag,82,37,1877,923,Pacific Time (US & Canada),
ndres_reche,ndres_reche,376,377,13516,28692,Ljubljana,¿Crítico? Será de texto. 
pauwinchestah,pauwinchestah,661,910,127708,61725,Madrid,#BLM ♐/bi/CM @circulocolibri
LectoraDolores,LectoraDolores,142,116,199,232,,
cruatanam,cruatanam,137,99,3932,7189,Pacific Time (US & Canada),"Cádiz, Andalucía"
N_Band,N_Band,367,357,641,772,,Truth-through-fiction Land
Jorge_malus,Jorge_malus,145,46,8471,5639,Amsterdam,
aforteso,aforteso,1254,651,6557,624,Athens,
Accountable2019,Accountable2019,614,662,2067,3103,,"Granada, España"
AdriPerea,AdriPerea,330,434,37578,3888,Madrid,"Malaga, España"
TrasgoDelNorte,TrasgoDelNorte,147,110,5838,7996,Madrid,Por El Norte
SantiagoNeg,SantiagoNeg,1846,1383,18723,6673,,Toledo
btxcgnbv,btxcgnbv,5001,2301,127961,16687,Madrid,
jimenezaitziber,jimenezaitziber,539,349,23453,76694,,pais vasco
fredomercury,fredomercury,312,128,5062,251,Madrid,
laauriusdg,laauriusdg,170,720,39825,11486,Greenland,Uviéu
calsojorn10,calsojorn10,272,597,154026,2180,Ljubljana,
er_retuiteado,er_retuiteado,2684,1160,81025,5,Pacific Time (US & Canada),
CorzoMiguel,CorzoMiguel,276,285,1943,5,Madrid,Madrid
FelicidadLazaro,FelicidadLazaro,163,82,4193,8243,,
Rockbledillo79,Rockbledillo79,62,94,11926,0,Madrid,
ManuPlanetario,ManuPlanetario,1186,1466,73066,45300,,Santiago de Compostela/Ogrobe
CesarStrawberry,CesarStrawberry,1369,18632,26493,13777,Amsterdam,Madrid (Sur de Europa)
BBasileus,BBasileus,432,378,1495,1184,Pacific Time (US & Canada),Oviedo
BaeronDallas,BaeronDallas,362,724,47396,49930,Ljubljana,"León, España"
GonzaloAbellan,GonzaloAbellan,1944,609,17120,7003,,Madrid
femiyonki,femiyonki,153,147,13152,4889,Madrid,Murcia
eduvillarblas,eduvillarblas,1225,941,87535,24414,,
heterofobiaviva,heterofobiaviva,439,558,19725,31358,Madrid,MIS COJONES DE HEMBRA
aljadim,aljadim,3980,2760,115063,34913,Madrid, Bilbao...Sarajevo
alguien_neutral,alguien_neutral,186,260,19971,1036,,"España, dictadura democrática"
MarcoAndreFP,MarcoAndreFP,326,53,579,237,Caracas,Snowdin
3Gerar,3Gerar,381,175,28406,16894,Amsterdam,Bjørnøya
MoneyCorruption,MoneyCorruption,6033,6145,115964,69262,Pacific Time (US & Canada),Großdeutsche Reich
jesustejero1,jesustejero1,123,91,443,3,Amsterdam,spain
MaaariaEmece,MaaariaEmece,151,197,23416,2008,Greenland,Donde se abrazan ficus
JudithVV28,JudithVV28,1068,792,44116,3672,,
cr3tin0s,cr3tin0s,634,605,22127,682,London,"Sistema solar, Planeta Tierra"
RogerSampietro,RogerSampietro,570,267,4136,856,Madrid,Barcelona
aguVV,aguVV,590,250,18019,6700,Madrid,"Sevilla, España"
josema0890,josema0890,728,270,10990,2499,Madrid,Science Bitch
VictorMoral,VictorMoral,679,246,13776,8723,Madrid,"Las Rozas de Madrid, España"
clgrcx,clgrcx,298,559,28936,20489,Madrid,PPCC
AReija_,AReija_,1325,463,24573,5606,Amsterdam,Lugo - Vigo
Deadlosito98,Deadlosito98,130,246,48345,62417,Pacific Time (US & Canada),"Barcelona, Cataluña"
GinTonicGirl7,GinTonicGirl7,1435,3671,54441,100761,Madrid, Donde terminan mis huellas
AfroParadise,AfroParadise,378,459,208561,53807,Athens,死肉
nadeyyo,nadeyyo,300,104,2243,146,Madrid,un pequeño pedazo del planeta 
danicuv,danicuv,1543,462,36223,3034,Amsterdam,A Coruña
jalcuten,jalcuten,299,208,1818,62,Madrid,Madrid
sangostian,sangostian,305,95,3846,6729,,"Puig, Comunidad Valenciana"
angelcalleja,angelcalleja,861,18349,86542,2025,Madrid,Madrid / España
_juan_antonio_,_juan_antonio_,282,43,5115,4664,,
Mallus_Malleus,Mallus_Malleus,678,560,51173,13437,Paris,Terrassa
heladit0s,heladit0s,184,182,5080,1651,,Vigo
GrandeIII,GrandeIII,452,516,47733,5172,Madrid,"Sevilla, Andalucía"
IUMORON,IUMORON,327,333,9873,8535,Athens,
oscarbenidorm,oscarbenidorm,1297,1716,47981,7938,Madrid,Benidorm 
PabloSQG,PabloSQG,137,152,13455,13721,Pacific Time (US & Canada),Ciudad Real
BerbiquiS,BerbiquiS,298,210,5350,5440,,"Santa Berga de la Clòtxina, pedania del Piu de l'Àngel i de la Figa de Tatia."
PorcularPartido,PorcularPartido,706,525,5924,70,Athens,
GatRoig,GatRoig,503,84,4174,2972,,RPD de Catalunya
EmiliadeCarinho,EmiliadeCarinho,12839,12816,64502,8645,Pacific Time (US & Canada),Espanhistán
Nathanael,Nathanael,698,792,67009,22566,Madrid,Nevermore
psanmarti,psanmarti,469,379,25254,1555,Stockholm,Catalonia
wesrok,wesrok,522,247,17784,16739,Madrid,Malaga
OsQar,OsQar,180,351,46274,9252,Madrid,Madriz
almarx_,almarx_,331,457,15236,13668,Madrid,"Barcelona, España"
Emma97_,Emma97_,316,423,12457,2663,Athens,"Salamanca, España"
asicamen,asicamen,536,87,5070,2853,,"Barcelona, Spain"
pochemucka_,pochemucka_,777,5865,47160,83333,Pacific Time (US & Canada),PPCC
Com_AChoverov,Com_AChoverov,355,822,81484,2005,Madrid,Mérida City & Port Royal
Sara_gra,Sara_gra,640,1227,32500,7880,Madrid,Madrid
samudelacruz,samudelacruz,892,466,30340,2441,Madrid,"Madrid,Spain"
freemagnum,freemagnum,1655,390,8161,16658,Madrid,Portico
Jcarlosol,Jcarlosol,1095,313,10110,3185,Madrid,"40.305230,-3.732090"
oscuro_casco,oscuro_casco,76,37,345,871,,
Gloire_,Gloire_,905,227,3799,13,Madrid,
davcimas,davcimas,125,48,683,845,Amsterdam,
umbriel_otaku,umbriel_otaku,344,387,54242,12234,Madrid,"Ciudad Real, La Mancha, España"
NicolasMerino46,NicolasMerino46,457,163,1604,1480,,La que quieras
Ivan_Galiana,Ivan_Galiana,179,148,971,130,,
RCamara22,RCamara22,1216,524,8862,327,Greenland,Madrid
alf_amra,alf_amra,1418,646,3621,1297,Athens,España
Cisner0ss,Cisner0ss,57,67,5767,5498,,"Sevilla, España"
Musica_Mierder,Musica_Mierder,16,10,35,102,,"Los Angeles, CA"
Martixx,Martixx,519,889,46855,10786,Madrid,Fuenla. ADRV.
Davidferpre,Davidferpre,444,153,5725,465,Madrid,Galicia
Zifra,Zifra,298,1140,31874,562,Madrid,"Sevilla, España"
raul_decast,raul_decast,197,114,7529,218,London,
Frikimalismo,Frikimalismo,196,19921,24474,6630,Athens,Al oeste en Philadelphia
SittoGrey,SittoGrey,171,393,25784,7007,Amsterdam,"Madrid, no Madriz gilipollas"
thegonza98,thegonza98,431,383,5878,2055,Pacific Time (US & Canada),
Rahlthor,Rahlthor,720,132,4284,35,Madrid,
Colesterio,Colesterio,301,332,38338,2648,Madrid,Sodomenstaffel.
listocomics,listocomics,699,18056,34606,59403,Madrid,Barcelona
xNekawa,xNekawa,95,56,1433,771,Pacific Time (US & Canada),"Baleares, Islas Baleares"
AnnaBotargues,AnnaBotargues,37,73,4655,2013,Athens,"Lleida, Catalunya"
hydrosound,hydrosound,2936,2084,19126,1961,Europe/Madrid,Madrid
TENGOPOLLON,TENGOPOLLON,3140,894,25629,16674,,En la luna.
prettyviisitors,prettyviisitors,218,202,16343,20081,Amsterdam,País Valencià
anapeterpana,anapeterpana,968,375,19626,11118,Madrid,Los Mundos de Yupy
586ca1383e084c8,586ca1383e084c8,3086,3058,157202,140446,,CASTILLA.
ThePetergente,ThePetergente,103,87,12472,4092,,
angsimpa,angsimpa,3974,4418,330815,129479,Madrid,
maisaruro,maisaruro,1246,1807,107966,87355,Hawaii,españa
PabloUriaDiez,PabloUriaDiez,974,1671,10963,27068,Madrid,España
LyoTheLyon,LyoTheLyon,86,83,6735,5882,,"Girona, Catalunya"
Eduu007,Eduu007,694,359,22564,7521,Amsterdam,Gijón 
FerrariSahu,FerrariSahu,18,16,181,35,,
cerrillar,cerrillar,487,204,5172,10055,,Fiyi
cptn_pastanaga,cptn_pastanaga,1853,914,12228,696,,Barcelona
Heisengkey,Heisengkey,174,110,6886,850,Athens,Farhampton 
Strogolof,Strogolof,309,239,22879,12499,Madrid,El Abismo
JessKapone,JessKapone,486,749,51252,13646,Greenland,Cantabria/Salamanca
maiterreape,maiterreape,747,807,17661,18026,Pacific Time (US & Canada),Sagunt amb el puny amunt.
Thanatos17x,Thanatos17x,171,190,47221,8417,Madrid,Iruña
Estacadebares,Estacadebares,2946,2693,241012,9961,Madrid,
locuspolitikus,locuspolitikus,5136,5052,259293,21923,,"Barcelona, Cataluña"
__Asdfghjklz__,__Asdfghjklz__,2216,1422,54328,66503,Athens,"PV, PPCC. // NAFARROA, EH. "
frank_mathe,frank_mathe,1531,1387,17790,13525,,Humor y Reivindicación
rufernxndes,rufernxndes,209,497,19660,18757,Madrid,Segovia
Ixuai,Ixuai,870,253,1967,2381,Amsterdam,Córdoba
DuraAdri,DuraAdri,92,485,12982,10523,,"Cádiz, España"
miaumiauremiau,miaumiauremiau,2407,3209,67235,17362,Madrid,Barcelona
Volturyon,Volturyon,72,145,30482,6652,,Galiza comunista.
TatuBubu,TatuBubu,455,429,6400,2272,,
eivitanit,eivitanit,4866,3561,80265,2306,Madrid,ibiza / baleares /españa
Cuevas_Aranda,Cuevas_Aranda,638,697,45952,24369,,CORDOBA
NEVENKAWARNING,NEVENKAWARNING,9994,12573,246456,3781,Madrid,
ynomellamo,ynomellamo,310,120,4157,3143,,Entre Mongolia y Babilonia. 
franjbellido,franjbellido,2170,1837,13067,9919,Madrid,Barcelona
AidaMathers,AidaMathers,537,983,10397,24901,Madrid,Poble Paleta Antifeixista
tato1991ur,tato1991ur,3093,2236,42790,12291,Amsterdam,Suiza 
Jimeneses59,Jimeneses59,2364,6578,138662,19914,Athens,
andres_tecno,andres_tecno,307,215,28303,2306,,Fuerteventura. 
CORVIDO1971,CORVIDO1971,1165,309,4099,3690,Pacific Time (US & Canada),"Gijón, España"
1Vision_Critica,1Vision_Critica,2033,1945,1213,1060,,Península Ibérica
cynngalactica,cynngalactica,310,1448,44307,31832,,instaurando un matriarcado
rauleliasol,rauleliasol,7727,7732,58915,38305,Madrid,Logroño (La Rioja)
Ruben_Topo_,Ruben_Topo_,602,518,39558,24614,Madrid,
leckman34,leckman34,400,92,52397,65,Madrid,La classe obrera
ReasonsUnknown_,ReasonsUnknown_,644,2472,167300,286975,Madrid,"Córdoba, España"
Roldier,Roldier,739,14098,36444,109909,Madrid,"Madrid, Comunidad de Madrid"
Fuster_FTW,Fuster_FTW,492,1011,49160,15061,Athens,Madrid
imagine1924,imagine1924,1749,836,39129,27514,,"Valladolid, España"
AmebaCrujiente,AmebaCrujiente,148,91,992,429,Pacific Time (US & Canada),"Segovia, España"
BenitoCamela92,BenitoCamela92,1370,341,9822,3407,Belgrade,"Terrassa Capital, Sbd sucursal"
Rai_Say_,Rai_Say_,504,256,9310,5670,Pacific Time (US & Canada),Mordor (Murcia)
PPalacalle,PPalacalle,275,38,1375,235,,
anmay57,anmay57,1710,1824,136381,17152,Europe/Madrid,Alcala de Henares
Danurss97,Danurss97,47,29,250,54,,"Stalingrad, USSR"
AgustinBotines,AgustinBotines,2723,2982,123751,4790,Madrid,Caceres (España)
Rubi99beniR,Rubi99beniR,687,635,23013,20569,Ljubljana,
MrPascual95,MrPascual95,322,249,8634,821,Madrid,"Manzanares el Real, España"
TALlopis,TALlopis,204,117,4259,5394,,
DaniRuedasLopez,DaniRuedasLopez,245,293,21254,1966,Amsterdam,Getafe
mrmarti_,mrmarti_,395,1783,35367,47761,Madrid,Californication 
saurians,saurians,357,190,10708,2698,Greenland,При́п'ять (Valladolid)
jingo25814164,jingo25814164,151,261,38100,293,Athens,españa
jairo_pastor1,jairo_pastor1,807,339,14944,11243,Madrid,
titet81,titet81,1091,715,6017,3788,,
dannielatres,dannielatres,394,509,22912,5151,Athens,maliAñiiiiiiiiiiiaooooooooo
eduardoblanco__,eduardoblanco__,567,406,27905,8118,Madrid,Santander
KimiHimeNya,KimiHimeNya,65,90,26493,480,London,"Islas Canarias, España"
darikdarkness,darikdarkness,303,572,38116,14987,Amsterdam,Brookhaven Asylum.
sadgasmito,sadgasmito,216,210,48233,22518,Belgrade,
Matias11D_,Matias11D_,445,1004,140079,242716,London,Barcelona
cuarterman_scm,cuarterman_scm,736,317,5239,1006,,"Getafe, Spain"
Unelar,Unelar,564,30293,200473,77197,Amsterdam,"Bilbao, la hostia"
ashvathaman,ashvathaman,34,17,2900,57,Madrid,
cooI_porygon,cooI_porygon,142,161,22433,38892,Pacific Time (US & Canada),
juliolxxix,juliolxxix,1496,1972,267904,2684,,madrid
DuxAdler,DuxAdler,210,262,43236,30133,Madrid,Metro 2033
ldioteque_,ldioteque_,355,819,73177,14606,Hawaii,Überlin
RoseLecter,RoseLecter,505,1656,68262,62495,Belgrade,@holaxicsss
suggarmarxist,suggarmarxist,785,9382,49957,8117,Pacific Time (US & Canada),con mis femifranquis
D_Monty12,D_Monty12,116,99,9683,12681,,"Aquí, Allá"
196193Jose,196193Jose,1291,1317,70973,54571,,ALCOI (ALACANT)
KanFirnen,KanFirnen,98,34,2996,2523,London,Aquí
raslyy,raslyy,149,152,2821,3684,Pacific Time (US & Canada),
titosparrow,titosparrow,1607,1470,22305,8402,Hawaii,Mediterráneo. Spain
AnibalHerran,AnibalHerran,142,114,5662,432,,
lolitalittle,lolitalittle,823,616,11838,7819,,macaronesia
oierpereda,oierpereda,169,111,901,136,,
GladysLobato,GladysLobato,78,147,726,1000,,"A Coruña,  Galicia "
europaa59,europaa59,315,160,7542,2151,London,
pitihacklab,pitihacklab,1688,425,6926,815,,
emoyoyo,emoyoyo,2205,1188,22836,6382,Berlin,WonderLand
LeftsReview,LeftsReview,2372,1577,90081,23251,Ljubljana,Twitter
cristinvvv,cristinvvv,212,518,50053,41447,,
Ankerton,Ankerton,507,327,20117,5059,Madrid,Southern California.
Angel37513503,Angel37513503,311,110,18276,1473,Pacific Time (US & Canada),
nogueroff,nogueroff,444,525,9938,5688,Athens,gora albacete
JavierVilches14,JavierVilches14,156,155,10449,3842,,
Crisbb96,Crisbb96,2995,2857,68697,34545,Madrid,Barcelona
marle501,marle501,1424,646,37696,24398,Madrid,
yoli595959,yoli595959,643,953,72418,3114,,
URSS1961,URSS1961,0,18,2474,206,,
J_Alex_Vega,J_Alex_Vega,1631,825,15704,8121,Madrid,
dasumaEsPolitic,dasumaEsPolitic,4789,897,9247,343,Madrid,"Barcelona, España"
danidetuxe,danidetuxe,1211,597,29190,28287,Amsterdam,
VerdesXelCambio,VerdesXelCambio,143,175,9694,9978,,"Andalucía, España"
jorge6880,jorge6880,612,201,6199,9191,Greenland,
GatoHitleriano,GatoHitleriano,929,5810,252791,146137,Madrid,Lago de Fuego Eterno de Satán.
rapgenetic,rapgenetic,924,4520,96516,110540,Brussels,
SrLejia,SrLejia,978,9394,66565,149294,Madrid,FAVcueva
NewZASTeam,NewZASTeam,811,747,20404,3852,Madrid,Santander
XxtianMCH,XxtianMCH,3672,2329,90040,58726,Lisbon,Madrid
juancapergon,juancapergon,380,120,4377,2405,,"Santa Cruz de Tenerife, España"
_YungSergio,_YungSergio,129,136,5813,2648,Pacific Time (US & Canada),Soledad
Jamilio12,Jamilio12,555,346,17448,575,,
rosvalarg,rosvalarg,2648,2617,159214,63558,Madrid,Huelva. Huelva.
davizm_g_9797,davizm_g_9797,520,260,17357,5391,Madrid,"Valencia, España"
KeydayNeck,KeydayNeck,273,221,4954,2457,Madrid,"Barcelona, España"
846jose,846jose,783,699,19059,11953,,Palma
Pauetoo,Pauetoo,121,80,454,585,Pacific Time (US & Canada),
abrukadabru,abrukadabru,165,616,90177,2086,Madrid,galiza caníbal
IrxnWizard,IrxnWizard,363,160,16929,8164,Pacific Time (US & Canada),Los 90's
korsarakov,korsarakov,812,2269,118903,26576,Amsterdam,País Valencià.
perecullera,perecullera,1480,1929,49767,11094,Amsterdam,
ivanagq_7,ivanagq_7,749,295,10477,9683,,"Madrid, Comunidad de Madrid"
IfeOcio,IfeOcio,1133,902,35565,58,,20870-Elgoibar
DaniCadiz28,DaniCadiz28,7862,9375,134316,63425,Amsterdam,El Puerto de Santa María
aaronrpgi36,aaronrpgi36,266,66,3516,2040,Madrid,"Gijón, España"
RafaGijon69,RafaGijon69,410,354,26705,1915,,"La Luna, Satélite de La Tierra"
Trix69Luisma,Trix69Luisma,2013,1357,44269,42174,Pacific Time (US & Canada),
Joseadpg,Joseadpg,1217,1612,108235,91530,Madrid,Madrid. España
maximors63,maximors63,4240,5410,253165,58310,,Las Palmas de Gran Canaria
Kara_Querida,Kara_Querida,258,307,49451,7584,Madrid,Neverland.
laovejaroja17,laovejaroja17,108,109,344,223,,"Cataluña, España"
Cioffi_,Cioffi_,139,145,2389,629,,
TeresaMontao,TeresaMontao,95,1057,199441,47869,,
guillermofdezg,guillermofdezg,944,1351,43731,158652,Europe/Madrid,ciudad de leones
frycob,frycob,1660,1506,9218,16574,Pacific Time (US & Canada),Africa Occ.Canary Islands
TrafalgarDeito,TrafalgarDeito,94,139,9539,10419,Amsterdam,Comprando en Aliexpress
mismuertxs,mismuertxs,412,823,4856,25185,Amsterdam,"Madrid, Comunidad de Madrid"
manurochez,manurochez,248,691,33167,9812,Greenland,"Madrid, Comunidad de Madrid"
emberdas,emberdas,232,1437,32306,54908,Athens,el parke
monograficotwit,monograficotwit,1574,622,29626,2666,,North by Northwest
Paula__ska,Paula__ska,70,714,40251,18362,Athens,un mar de fueguitos (Madrid)
JuliaBayo1,JuliaBayo1,1369,706,8483,6190,,
PodemosCCCP,PodemosCCCP,1610,3472,103278,107142,Madrid,Desde el Elba hasta el Vostok.
PEvolucionclm,PEvolucionclm,498,166,583,737,,"Castilla-La Mancha, España"
__Shaketsu,__Shaketsu,411,380,16002,16635,,Catalunya Soviética
SRodrigoAH,SRodrigoAH,116,34,2535,112,,
TocawebsReal,TocawebsReal,378,518,9510,1833,,
Moonrider_acme,Moonrider_acme,121,59,2732,7007,,Teldrassil
AlfredHitchog,AlfredHitchog,125,263,35823,11620,Amsterdam,La Ciudad del viento/URSI
IUmerida,IUmerida,1504,1039,7908,3064,Madrid,"Mérida, Extremadura"
jacquesjose48,jacquesjose48,320,234,13607,7872,,"Santa Pola, España635495710"
andres_baco,andres_baco,91,144,4249,2939,International Date Line West,"Terrassa, España"
Bokkata,Bokkata,377,180,12387,3460,Athens,
000120o,000120o,508,3593,650415,88987,Pacific Time (US & Canada),Italia-Roma
ederibarguren,ederibarguren,709,1474,10210,2680,Amsterdam,"Andoain, País Vasco"
MumBronte,MumBronte,411,325,7540,1375,Amsterdam,"Santiago de Compostela, España"
FeliMuriAcedo68,FeliMuriAcedo68,233,136,1335,801,,
vilsalvadir,vilsalvadir,8050,8239,30786,17030,Pacific Time (US & Canada),"Salamanca, España"
vmm7773,vmm7773,45886,56519,55338,74853,Pacific Time (US & Canada),El Infierno
lestorrat13,lestorrat13,56,63,4022,224,,
MomoBux1,MomoBux1,647,171,3229,1369,,
expiresoon,expiresoon,984,291,3811,131,,Barcelona 
XurxoGB,XurxoGB,200,104,1015,3130,,"Galicia, Spain"
contonando,contonando,187,268,31897,12934,,
gulasus,gulasus,438,320,18395,20711,Pacific Time (US & Canada),
