ID,Label,Created_at,Tweet,Following,Followers,Tweets_count,Favourites,Time_Zone,Location
eriksino,eriksino,2017-03-27 09:27:59,RT @publico_es: ÚLTIMA HORA | Cassandra no irá a la cárcel por los tuits sobre Carrero Blanco https://t.co/TXnWrSt8fr,247,127,2746,1302,Athens,
Andresalme,Andresalme,2017-03-27 09:24:24,"RT @eljueves: Solemos elegir uno pero esta semana fue imposible. ¡Aquí tenéis vuestros 15 mejores #PonleChiste de Carrero Blanco!
https://t…",394,352,22071,1990,Amsterdam,
mama_d0rita,mama_d0rita,2017-03-27 09:23:24,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",141,26,642,1408,Amsterdam,
tonyselbor,tonyselbor,2017-03-27 09:17:52,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",1365,1345,3633,14,Caracas,Venezuela
Santifilcar,Santifilcar,2017-03-27 09:17:47,RT @Bojinchi: Que sorpresa no sabia que Carrero Blanco apareció en Spiderman https://t.co/vV2vU8KcvK,244,168,5554,485,Amsterdam,
Malale_Chan,Malale_Chan,2017-03-27 09:12:41,RT @Flaco_Favor_: El dinero que va a paraísos fiscales resta ingresos del Estado pero TUITEROS Y CARRERO BLANCO  https://t.co/QRvKFFHebB #L…,102,105,51778,5557,Greenland,España
keledenxahi,keledenxahi,2017-03-27 09:11:27,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",777,544,6510,1431,,
keledenxahi,keledenxahi,2017-03-27 09:10:46,"RT @subversivos_: PONLE CHISTE A LA IMAGEN: 15 chistes sobre Carrero Blanco firmados por usuarios de Internet @eljueves ¡VALIENTES! ✊
https…",777,544,6510,1431,,
EstherCld,EstherCld,2017-03-27 09:09:46,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",2962,6711,230234,62832,,
jan_e_kraft,jan_e_kraft,2017-03-27 09:09:42,"Cassandra Vera: “Spiderman Vs Carrero Blanco se trata claramente de una broma, Spiderman no existe” https://t.co/95Pmt5PbHY vía @lamarea_com",1838,858,11469,5229,,Navarra
pielsolma,pielsolma,2017-03-27 09:07:26,"RT @subversivos_: PONLE CHISTE A LA IMAGEN: 15 chistes sobre Carrero Blanco firmados por usuarios de Internet @eljueves ¡VALIENTES! ✊
https…",1009,1492,118831,21702,Athens,"Cantabria, España"
altoba1965,altoba1965,2017-03-27 09:06:55,"RT @subversivos_: PONLE CHISTE A LA IMAGEN: 15 chistes sobre Carrero Blanco firmados por usuarios de Internet @eljueves ¡VALIENTES! ✊
https…",1499,1518,43442,12721,Madrid,
DieegoVG,DieegoVG,2017-03-27 09:04:35,"RT @eljueves: Solemos elegir uno pero esta semana fue imposible. ¡Aquí tenéis vuestros 15 mejores #PonleChiste de Carrero Blanco!
https://t…",369,156,3331,1979,,"Santander, Cantabria"
PabloCabrejas,PabloCabrejas,2017-03-27 08:56:11,RT @Flaco_Favor_: El dinero que va a paraísos fiscales resta ingresos del Estado pero TUITEROS Y CARRERO BLANCO  https://t.co/QRvKFFHebB #L…,231,133,16689,3986,Madrid,
Libres_org,Libres_org,2017-03-27 08:54:05,"Política  Cassandra Vera: “Spiderman Vs Carrero Blanco se trata claramente de una broma, Spiderman no existe” -… https://t.co/8vVTc2x3yC",265,450,1969,22,,"Santander, Cantabria"
Feminazi_Zombie,Feminazi_Zombie,2017-03-27 08:49:59,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",151,688,2995,2774,Pacific Time (US & Canada),Hijo del Patriarcadito
sergiocr_,sergiocr_,2017-03-27 08:48:19,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",232,301,17279,5825,Amsterdam,Toronto
Feminazi_Zombie,Feminazi_Zombie,2017-03-27 08:48:18,RT @Lolo_Sev: Menos mal que los que deseaban la muerte de @ahorapodemos y simpatizantes no hicieron ningún chiste sobre Carrero Blanco http…,151,688,2995,2774,Pacific Time (US & Canada),Hijo del Patriarcadito
quiqueregi,quiqueregi,2017-03-27 08:47:31,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",1248,619,17205,3078,Madrid,"Valencia, España"
2005sjusi,2005sjusi,2017-03-27 08:46:38,"RT @JDCarracedo: #CassandraLibre La libertad de expresión no es un delito y el humor negro tampoco, aunque no nos guste. https://t.co/aGftL…",568,602,26946,15090,Pacific Time (US & Canada),Costa Daurada
EstherCld,EstherCld,2017-03-27 08:45:24,"RT @rcabrero75: Un Pais en el q un chiste de Carrero Blanco te lleva a la Carcel.
Insultar a las victimas de Carrero Blanco te lleva a port…",2962,6711,230234,62832,,
itziar_nafarroa,itziar_nafarroa,2017-03-27 08:43:09,RT @Flaco_Favor_: El dinero que va a paraísos fiscales resta ingresos del Estado pero TUITEROS Y CARRERO BLANCO  https://t.co/QRvKFFHebB #L…,745,384,35727,47550,,
gorxi,gorxi,2017-03-27 08:42:35,"RT @rcabrero75: Un Pais en el q un chiste de Carrero Blanco te lleva a la Carcel.
Insultar a las victimas de Carrero Blanco te lleva a port…",1837,2016,39445,5919,,Barcelona
gorxi,gorxi,2017-03-27 08:42:05,RT @Xuxipc: ÚLTIMA HORA: La Fiscalía pide resucitar a Tip y Coll para poder juzgarles por este chiste sobre Carrero Blanco. https://t.co/NA…,1837,2016,39445,5919,,Barcelona
gorxi,gorxi,2017-03-27 08:41:38,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",1837,2016,39445,5919,,Barcelona
fisionines,fisionines,2017-03-27 08:34:33,RT @Flaco_Favor_: El dinero que va a paraísos fiscales resta ingresos del Estado pero TUITEROS Y CARRERO BLANCO  https://t.co/QRvKFFHebB #L…,700,363,7806,9538,Madrid,Madrid
OndaGlobalMedia,OndaGlobalMedia,2017-03-27 08:33:41,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",1968,419,4594,688,Madrid,España
emoyoyo,emoyoyo,2017-03-27 08:33:24,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",2208,1169,22527,6260,Berlin,WonderLand
Tomas_Abril,Tomas_Abril,2017-03-27 08:32:45,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",2151,1006,44065,19641,Madrid,"Ferrol, España"
NEVENKAWARNING,NEVENKAWARNING,2017-03-27 08:32:40,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",9989,12564,245831,3758,Madrid,
mygglez,mygglez,2017-03-27 08:31:13,RT @Flaco_Favor_: El dinero que va a paraísos fiscales resta ingresos del Estado pero TUITEROS Y CARRERO BLANCO  https://t.co/QRvKFFHebB #L…,355,168,1318,1994,,"Toulouse, Francia"
marealatinoame1,marealatinoame1,2017-03-27 08:31:12,"RT @GobernoAlem: Yo no digo nada, pero va a ir una chica a la cárcel más tiempo por hacer unos chistes de Carrero Blanco, que Urdangarín po…",344,285,1051,160,,"Madrid, Comunidad de Madrid"
MarBcn04,MarBcn04,2017-03-27 08:30:23,"RT @GobernoAlem: Yo no digo nada, pero va a ir una chica a la cárcel más tiempo por hacer unos chistes de Carrero Blanco, que Urdangarín po…",1128,802,21654,22970,,
Barbijaputa,Barbijaputa,2017-03-27 08:29:04,RT @Flaco_Favor_: El dinero que va a paraísos fiscales resta ingresos del Estado pero TUITEROS Y CARRERO BLANCO  https://t.co/QRvKFFHebB #L…,912,239815,115362,36328,Madrid,#RadFem
69anonimous69,69anonimous69,2017-03-27 08:28:57,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",51,57,630,600,,
Flaco_Favor_,Flaco_Favor_,2017-03-27 08:28:48,El dinero que va a paraísos fiscales resta ingresos del Estado pero TUITEROS Y CARRERO BLANCO  https://t.co/QRvKFFHebB #LosBancosSeEscaquean,111,2309,540,185,,Patriarcado
ocelotl101,ocelotl101,2017-03-27 08:28:30,RT @eljueves: En el nuevo trailer de DC se ve como la Liga de la Justicia salva al mundo persiguiendo a tuiteros que hacen chistes de Carre…,489,94,4091,3526,Madrid,
Gua47,Gua47,2017-03-27 08:28:27,"RT @Bastetlove3: La q se ha liado por un chiste sobre Carrero Blanco,Camarón le escribió una canción y no fue pa tanto
🎶 volando voy...🎶
Mi…",1239,1320,72614,3713,,
BenitoCamela92,BenitoCamela92,2017-03-27 08:24:57,@akari_anschluss Arriba Carrero Blanco,1372,338,9804,3377,Belgrade,"Terrassa Capital, Sbd sucursal"
zeliyo,zeliyo,2017-03-27 08:22:22,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",2219,2132,34452,4515,Pacific Time (US & Canada),Redpública de España
Gus0105,Gus0105,2017-03-27 08:20:50,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",167,103,3604,5605,,donde tu quierah mamu
Mostandiella,Mostandiella,2017-03-27 08:19:54,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",262,205,11194,6369,,Asturias
elisamariasi,elisamariasi,2017-03-27 08:19:16,RT @cscean: ¿Tweets sobre Carrero Blanco de @kira_95? ¿En Murcia no hay otra cosa que juzgar? https://t.co/GbbO7rdm76 #LeyMordazaYCorrupción,1407,950,43759,6426,Greenland,España
apema35,apema35,2017-03-27 08:18:01,"RT @eljueves: Solemos elegir uno pero esta semana fue imposible. ¡Aquí tenéis vuestros 15 mejores #PonleChiste de Carrero Blanco!
https://t…",1834,1525,13848,6383,Central Time (US & Canada),
fpicadov,fpicadov,2017-03-27 08:14:53,"RT @EsCULcA: Como facer piadas sobre Carrero Blanco sen acabar na Audiencia Nacional.
Informes policiais e alegacións fiscais.... https://t…",122,45,4847,3143,,
JanethAChavez,JanethAChavez,2017-03-27 08:04:53,A estas alturas con chistes de Carrero blanco?,1837,3393,1775,162,Eastern Time (US & Canada),"Rayones, Nuevo León"
luciamololo,luciamololo,2017-03-27 08:03:52,RT @Alex_Frigenti: Menos mal que no dice nada de Carrero Blanco. https://t.co/jG41ZBDXUK,542,514,10769,4173,Pacific Time (US & Canada),"Oviedo, Principado de Asturias"
alexirurtzun,alexirurtzun,2017-03-27 08:00:42,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",320,360,15199,20013,Ljubljana,"Euskal Herria, Bilbo"
tumamamelamima,tumamamelamima,2017-03-27 07:58:34,"RT @OdiaConFripozo: Voy a jugar a la ruleta rusa española:

Carrero Blanco nosequé.",139,76,3156,2099,,
ignalopez94,ignalopez94,2017-03-27 07:53:51,A estas alturas con chistes de Carrero blanco?,71,146,2796,2247,,
ll_lluis,ll_lluis,2017-03-27 07:52:48,"RT @eljueves: Solemos elegir uno pero esta semana fue imposible. ¡Aquí tenéis vuestros 15 mejores #PonleChiste de Carrero Blanco!
https://t…",88,31,245,115,Pacific Time (US & Canada),"Sueca, País Valencià"
alkesstt,alkesstt,2017-03-27 07:51:22,Carrero Blanco llegó a lo más alto.,185,192,13996,14615,Amsterdam,"Malaga, Spain"
jooselu_31,jooselu_31,2017-03-27 07:46:33,RT @NTMEP: Para la juventud que no conoce la historia de Carrero Blanco ⬇️ https://t.co/njmHpb8YgE,173,126,312,577,Athens,
aangelonib,aangelonib,2017-03-27 07:45:16,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",426,491,30667,10452,Paris,"País Valencià, Països Catalans"
vicentalloris,vicentalloris,2017-03-27 07:41:55,RT @juanjodom: Carrero Blanco fue un asesino que mandó bombardear la marina civil en Barcelona; fue responsable de los campos de internamie…,381,450,23014,18359,,
alkesstt,alkesstt,2017-03-27 07:41:50,RT @Bojinchi: Que sorpresa no sabia que Carrero Blanco apareció en Spiderman https://t.co/vV2vU8KcvK,185,192,13996,14615,Amsterdam,"Malaga, Spain"
xevivic,xevivic,2017-03-27 07:41:17,"RT @subversivos_: PONLE CHISTE A LA IMAGEN: 15 chistes sobre Carrero Blanco firmados por usuarios de Internet @eljueves ¡VALIENTES! ✊
https…",1921,630,8886,16051,Madrid,vic Catalunya
BoixPascual,BoixPascual,2017-03-27 07:40:43,RT @SoyTristeStar: ¿Se puede decir que Carrero Blanco está en lo más alto de los TT o eso es delito en nuestra consolidada democracia?,33,21,75,44,,
josele1044,josele1044,2017-03-27 07:37:56,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",1598,1598,56152,3050,Amsterdam,
BelikaGomez,BelikaGomez,2017-03-27 07:36:47,RT @Bojinchi: Que sorpresa no sabia que Carrero Blanco apareció en Spiderman https://t.co/vV2vU8KcvK,283,211,4291,1885,Athens,We are the stars tonight. 
AdrianSB96,AdrianSB96,2017-03-27 07:33:37,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",305,610,39482,3891,Madrid,OVD 
AlejandroFdez9,AlejandroFdez9,2017-03-27 07:29:58,RT @Bojinchi: Que sorpresa no sabia que Carrero Blanco apareció en Spiderman https://t.co/vV2vU8KcvK,151,144,8777,4329,Madrid,"Jerez de la Frontera, España"
ab_manrique,ab_manrique,2017-03-27 07:27:38,"RT @EsppeonzAguirre: ➖Bromas sobre Carrero Blanco = Procesamiento
➖Burlas sobre los fusilados enterrados en CUNETAS = VOTOS
 #FelizDomingo…",139,141,21568,1605,Amsterdam,
Trashyusa,Trashyusa,2017-03-27 07:17:49,"RT @HacheFilardi: Pues si no se pueden hacer chistes de Carrero Blanco, imagino que sí se podrán contar cosas serias de él, ¿no? Va hilo.",86,29,319,24170,Pacific Time (US & Canada),
EmilioCazorlaL1,EmilioCazorlaL1,2017-03-27 07:13:35,"RT @subversivos_: PONLE CHISTE A LA IMAGEN: 15 chistes sobre Carrero Blanco firmados por usuarios de Internet @eljueves ¡VALIENTES! ✊
https…",161,74,3048,474,,"Barcelona, Cataluña. España."
JulioPazos,JulioPazos,2017-03-27 07:13:19,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",1327,848,14595,4032,Madrid,Vigo
otroindignaomas,otroindignaomas,2017-03-27 07:11:55,RT @_ju1_: Un estibador de Alsasua y titiritero con un primo en Venezuela y que cuenta chistes de Carrero Blanco en catalán @MiguelF10013687,219,112,8333,5522,Madrid,Españistán
JorgeNu98,JorgeNu98,2017-03-27 07:06:45,RT @Bojinchi: Que sorpresa no sabia que Carrero Blanco apareció en Spiderman https://t.co/vV2vU8KcvK,265,163,2243,618,Madrid,"Mi mente, mi templo."
juansp18,juansp18,2017-03-27 07:01:17,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",1221,685,2638,2940,Greenland,Sevilla - Cádiz
juansp18,juansp18,2017-03-27 07:00:20,"RT @JDCarracedo: #CassandraLibre La libertad de expresión no es un delito y el humor negro tampoco, aunque no nos guste. https://t.co/aGftL…",1221,685,2638,2940,Greenland,Sevilla - Cádiz
TheRedBerkut11,TheRedBerkut11,2017-03-27 06:55:24,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",1700,640,7973,7572,,De la pàtria del teu cos.
GCOLUDD,GCOLUDD,2017-03-27 06:54:33,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",3006,480,70527,8987,Madrid,
Mireiia28,Mireiia28,2017-03-27 06:52:54,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",759,716,20484,10372,Madrid,País Valencià 
BIackesito,BIackesito,2017-03-27 06:45:12,"A dormir para poder vivir
Soy un poeta, mis rimas lo petan
Como a Carrero Blanco, te exploto si te tranco (venga va lo dejo)",217,237,23959,4167,London,Logia's Maintenance Room
cocacolov,cocacolov,2017-03-27 06:42:43,"RT @eljueves: Solemos elegir uno pero esta semana fue imposible. ¡Aquí tenéis vuestros 15 mejores #PonleChiste de Carrero Blanco!
https://t…",160,182,31043,44,Madrid,
racuvi,racuvi,2017-03-27 06:42:21,RT @siaucame: ¿Esto se puede considerar como chiste sobre Carrero Blanco? Pregunto. https://t.co/RZBsufbN0m,71,568,53558,567,Athens,
rojasocialista,rojasocialista,2017-03-27 06:38:34,RT @juanjodom: Carrero Blanco fue un asesino que mandó bombardear la marina civil en Barcelona; fue responsable de los campos de internamie…,2016,1753,72941,10630,Belgrade,En el mundo
danidetuxe,danidetuxe,2017-03-27 06:29:38,"RT @iunida: ¿Haces bromas sobre Carrero Blanco? Pues a la cárcel.
¿Te burlas de las víctimas del franquismo? Bah, no es para tanto. https:/…",1206,592,29032,27987,Amsterdam,
MiguelARevoluci,MiguelARevoluci,2017-03-27 06:29:38,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",2633,1410,51529,24239,Berlin,"Madrid, Comunidad de Madrid"
montes18295,montes18295,2017-03-27 06:21:15,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",45,73,4561,383,,ANTIFASCISTA SIEMPRE
FILIGRANAS710,FILIGRANAS710,2017-03-27 06:18:36,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",175,88,2110,1593,,En un lugar de Madrid
5449Jimena,5449Jimena,2017-03-27 06:13:00,RT @yanina_rubia: Vivimos en un país en el que no puedes tuitear chistes sobre Carrero Blanco pero sí poner en tu biografía que eres hitler…,375,128,5327,920,Pacific Time (US & Canada),Madrid
josealicante68,josealicante68,2017-03-27 06:08:42,"RT @JoaquimBoschGra: Contar chistes sobre Carrero es reírse de una dictadura, sin que implique apoyar al terrorismo.Lo digo en AlRojoVivo h…",2234,1174,103395,1395,Madrid,
AnaGarciaArrese,AnaGarciaArrese,2017-03-27 06:03:53,"RT @esasOtra: “Volando voy”

Compositor: Carrero Blanco
Género: Pirotecnia
Álbum: La leyenda del tiempo
Duración: 0:3s",228,120,21828,17413,Madrid,"Ames, Iowa, Galiza, spain "
jmasevilla1,jmasevilla1,2017-03-27 06:02:12,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",80,32,323,69,,"Sevilla, España"
lolkdices,lolkdices,2017-03-27 05:54:13,@RIPLusio sí es que el chiste es sobre Carrero blanco,230,333,29302,19149,Madrid,"Córdoba, España"
aleixen__,aleixen__,2017-03-27 05:53:17,RT @daviniaweasley: Y estas cosas no las podemos denunciar @policia? O solo se va a cárcel si se habla de Carrero Blanco? https://t.co/mO0I…,1912,1418,22665,29082,Hawaii,"Guadalajara, España"
RialMedina,RialMedina,2017-03-27 05:50:13,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",4096,1882,22639,900,Pacific Time (US & Canada),@Puigreig i @elbaixllobregat
MegaNoKadabra,MegaNoKadabra,2017-03-27 05:49:30,RT @elmundotoday: Cómo hacer chistes sobre Carrero Blanco sin acabar en la Audiencia Nacional https://t.co/obO1O8ZudM https://t.co/04HAOMyB…,178,118,4071,1316,Pacific Time (US & Canada),Calle Ferraz n°70
paisoscatalans,paisoscatalans,2017-03-27 05:37:45,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",4998,4289,44639,60,,Països Catalans
Rubidio80,Rubidio80,2017-03-27 05:29:57,"RT @GobernoAlem: Yo no digo nada, pero va a ir una chica a la cárcel más tiempo por hacer unos chistes de Carrero Blanco, que Urdangarín po…",311,45,840,392,,
alf_skyline,alf_skyline,2017-03-27 05:26:02,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",327,303,23088,3627,Madrid,"nº 7, calle Melancolía"
blankka78,blankka78,2017-03-27 05:24:23,"RT @PDLI_: El miércoles era el juicio en la Audiencia Nacional contra @kira_95 por unos chistes en tuiter sobre Carrero Blanco.
https://t.c…",1328,877,22708,4918,,Pandereta country
JosebaComico,JosebaComico,2017-03-27 05:23:52,"RT @GobernoAlem: Yo no digo nada, pero va a ir una chica a la cárcel más tiempo por hacer unos chistes de Carrero Blanco, que Urdangarín po…",1127,6705,32623,14176,,Marte 
mecasoensoria,mecasoensoria,2017-03-27 05:21:32,"RT @subversivos_: PONLE CHISTE A LA IMAGEN: 15 chistes sobre Carrero Blanco firmados por usuarios de Internet @eljueves ¡VALIENTES! ✊
https…",472,339,12625,1574,Amsterdam,Alive & kicking
delaniano,delaniano,2017-03-27 05:20:11,"RT @EsppeonzAguirre: ➖Bromas sobre Carrero Blanco = Procesamiento
➖Burlas sobre los fusilados enterrados en CUNETAS = VOTOS
 #FelizDomingo…",125,11,2235,142,Dublin,
luquinf2011,luquinf2011,2017-03-27 05:01:01,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",115,24,899,1070,Madrid,
mylovevacd,mylovevacd,2017-03-27 04:54:20,"RT @subversivos_: Pedir cárcel por un chiste de Carrero Blanco, es un aberración, es un ataque a la linea de flotación de la democracia @Ma…",88,70,2973,5678,Lisbon,
domingo_montoya,domingo_montoya,2017-03-27 04:49:47,"RT @GobernoAlem: Yo no digo nada, pero va a ir una chica a la cárcel más tiempo por hacer unos chistes de Carrero Blanco, que Urdangarín po…",208,296,1784,1076,Amsterdam,
Sr_Recursos,Sr_Recursos,2017-03-27 04:39:45,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",942,168,22190,384,Belgrade,"Municipio Carrizal, Miranda"
asarduy,asarduy,2017-03-27 04:34:50,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",11244,11027,37748,611,Madrid,Madrid
nabilu2,nabilu2,2017-03-27 04:27:38,"RT @subversivos_: Pedir cárcel por un chiste de Carrero Blanco, es un aberración, es un ataque a la linea de flotación de la democracia @Ma…",3245,2902,78891,3284,,En un lugar llamado Mundo
hackeralrey,hackeralrey,2017-03-27 04:26:22,"RT @subversivos_: Pedir cárcel por un chiste de Carrero Blanco, es un aberración, es un ataque a la linea de flotación de la democracia @Ma…",8083,8149,20795,20957,Madrid,
posoyemaifren,posoyemaifren,2017-03-27 04:22:58,RT @subversivos_: El ministerio fiscal que acusa por chiste de Carrero Blanco es el mismo que aceptaba facturas falsas para desgravar la In…,177,439,9905,4625,Hawaii,
yom16smo,yom16smo,2017-03-27 04:17:04,"RT @subversivos_: Pedir cárcel por un chiste de Carrero Blanco, es un aberración, es un ataque a la linea de flotación de la democracia @Ma…",2125,926,13711,10876,Pacific Time (US & Canada),
LorenAlvarez83,LorenAlvarez83,2017-03-27 03:37:23,RT @_ju1_: Un estibador de Alsasua y titiritero con un primo en Venezuela y que cuenta chistes de Carrero Blanco en catalán @MiguelF10013687,127,53,3316,238,Brisbane,Santako
89cristinita,89cristinita,2017-03-27 03:32:04,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",414,141,6074,553,Madrid,A Coruña
jimenezrosa756,jimenezrosa756,2017-03-27 02:48:17,RT @Tremending: Dos noticias juntas se entienden mejor... https://t.co/bdpxfma17b https://t.co/xypCWSRz3g,287,234,9909,9757,,
Hipoxia78,Hipoxia78,2017-03-27 01:43:12,RT @Lolo_Sev: Menos mal que los que deseaban la muerte de @ahorapodemos y simpatizantes no hicieron ningún chiste sobre Carrero Blanco http…,6,3,69,28,,
BoigDelTerrat,BoigDelTerrat,2017-03-27 01:11:52,RT @Tremending: Dos noticias juntas se entienden mejor... https://t.co/bdpxfma17b https://t.co/xypCWSRz3g,577,189,9263,8423,Madrid,Mira detrás de ti.
antoniovp_98,antoniovp_98,2017-03-27 01:02:38,"RT @VidaModernaOML: Carrero Blanco, el límite es el cielo.

@_Queque_ → https://t.co/oq51nqEUxG https://t.co/tOd6wEClIU",798,879,79590,75932,Amsterdam,Sevilla➡Jaen
kerrigan_sarahL,kerrigan_sarahL,2017-03-27 01:01:06,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",158,45,1061,1840,Hawaii,
calabuk,calabuk,2017-03-27 00:52:59,RT @Tremending: Dos noticias juntas se entienden mejor... https://t.co/bdpxfma17b https://t.co/xypCWSRz3g,2554,1960,73167,18253,Madrid,S◉L
AntonioWeezer,AntonioWeezer,2017-03-27 00:50:23,"RT @subversivos_: PONLE CHISTE A LA IMAGEN: 15 chistes sobre Carrero Blanco firmados por usuarios de Internet @eljueves ¡VALIENTES! ✊
https…",100,106,3971,230,Madrid,Madrid
pasteverdiales,pasteverdiales,2017-03-27 00:45:28,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",670,179,129,40,,calle 28 de febrero local n.4 
naranevermind_,naranevermind_,2017-03-27 00:43:44,"[27/3 1:41]Iván: Conozco un servicio a domicilio que te lo lleva volando
[27/3 1:42]Iván: Se llama
[27/3 1:42]Iván: Carrero blanco pizzas",109,57,939,1370,,
Josu_gorria,Josu_gorria,2017-03-27 00:39:57,RT @Euskalherriaske: En Españistán La Falange organiza actos y twittear sobre Carrero Blanco te manda directo a la audiencia nacional: http…,894,659,18152,20858,Berlin,Ipar Euskal Herrian
GatoHitleriano,GatoHitleriano,2017-03-27 00:32:16,"RT @blxnddie: @GatoHitleriano sigo siendo fan de tu dark meme de Carrero blanco, lo veo y se me arregla el día",925,5796,250869,145967,Madrid,Lago de Fuego Eterno de Satán.
MisterfachabotZ,MisterfachabotZ,2017-03-27 00:27:32,"pobre misterfacha, algún día se revela y resucita a franco y a carrero blanco jjj, no queráis eso j",57,38,4010,340,Pacific Time (US & Canada),Zelda
daniel11_10,daniel11_10,2017-03-27 00:27:31,"RT @GatoHitleriano: Aprovecho y me cago en Carrero Blanco, total que mas daría ¯\_(ツ)_/¯",130,89,3609,15239,,
blxnddie,blxnddie,2017-03-27 00:26:17,"@GatoHitleriano sigo siendo fan de tu dark meme de Carrero blanco, lo veo y se me arregla el día",387,472,7739,4836,,"Madrid, Spain"
Heisengkey,Heisengkey,2017-03-27 00:11:45,"RT @masademocrata: ¿Qué tienen en común Amancio Ortega y Carrero Blanco?

QUE AMBOS EXPLOTAN PARA LLEGAR A LO MÁS ALTO. https://t.co/3WPKB2…",172,109,6813,846,Athens,Farhampton 
