ID,Label,Created_at,Tweet,Following,Followers,Tweets_count,Favourites,Time_Zone,Location
beatrizarmen,beatrizarmen,2017-03-30 13:56:38,"RT @Reflex_volucion: Propongo que la @guardiacivil deje de buscar palabras clave como ""Carrero Blanco"" en Twitter y empiece a buscar otras…",202,379,21012,16351,Athens,♀         
anastasiogarcia,anastasiogarcia,2017-03-30 13:56:38,RT @nomec_his: Si hacer chistes sobre Carrero blanco es delito en este país definitivamente no quiero pertenecer a este país.,5481,5567,82098,983,Greenland,madrid
PalomaDa2,PalomaDa2,2017-03-30 13:56:35,"RT @_ju1_: Pero vamos, lo de Cassandra, Carrero Blanco y todo este crecimiento de la reacción lo explica muy bien Evaristo https://t.co/cd8…",575,276,6532,2853,,
AndresAzana,AndresAzana,2017-03-30 13:56:35,"RT @Xuxipc: El PP de Esperanza Aguirre se gasto 860.000€ en dinero negro en la campaña de 2007, sí, pero sin reírse de Carrero Blanco.",4684,4190,4539,29,Amsterdam,"Castelldefels, Catalunya"
laurasole93,laurasole93,2017-03-30 13:56:35,"RT @Xuxipc: El PP de Esperanza Aguirre se gasto 860.000€ en dinero negro en la campaña de 2007, sí, pero sin reírse de Carrero Blanco.",1365,878,1594,8,Amsterdam,Sabadell
fartdepop,fartdepop,2017-03-30 13:56:35,"RT @Xuxipc: El PP de Esperanza Aguirre se gasto 860.000€ en dinero negro en la campaña de 2007, sí, pero sin reírse de Carrero Blanco.",2791,1539,2565,5,Amsterdam,"Vic-Girona, Països Catalans"
EduFdezSoy,EduFdezSoy,2017-03-30 13:56:33,RT @elmundotoday: Francisco Franco condena a un año de cárcel a una tuitera por hacer chistes sobre Carrero Blanco https://t.co/okckZgltId…,450,339,18491,9032,Madrid,"Kepler-62F, o...   ...o Málaga"
outlaw4242,outlaw4242,2017-03-30 13:56:32,"RT @Maria_Beatle: Podemitas, esos díscolos que no nos callamos y q provocamos odio a los que están de parte del establishment porque RAZONA…",624,507,36541,5602,Athens,Alicante (Pais Valenciá).
EmpoPR,EmpoPR,2017-03-30 13:56:31,RT @agarzon: Genial artículo de @carnecrudaradio sobre Carrero. No fue víctima del terrorismo sino un terrorista de la dictadura: https://t…,542,604,33392,13415,,
MaEu1508,MaEu1508,2017-03-30 13:56:31,"RT @el_pais: ""Me asusta que la libertad de expresión, por lamentable que sea, pueda acarrear cárcel"". Por Lucía Carrero Blanco https://t.co…",42,17,29,32,Athens,Madrid
DaniLanso97,DaniLanso97,2017-03-30 13:56:30,"RT @CEstudiantilB: Toda nuestra solidaridad con Cassandra. Hacer chistes sobre Carrero Blanco, el primer español en llegar al espacio, no p…",1682,1904,22134,919,Amsterdam, Bilbao-Dortmund-Portugalete
XurxoGB,XurxoGB,2017-03-30 13:56:29,"RT @kodiario_: Es incomprensible que la gente se burle así de Carrero Blanco.
La gente debería tenerle más respeto al primer astronauta esp…",197,105,1007,3118,,"Galicia, Spain"
Anonymanu,Anonymanu,2017-03-30 13:56:28,RT @Berlustinho: Os dejo unos cuantos chistes sobre Carrero Blanco condenados con cárcel: https://t.co/TfiDgzyFU7,312,43,1509,1029,Athens,
sau8719,sau8719,2017-03-30 13:56:28,RT @elmundotoday: Francisco Franco condena a un año de cárcel a una tuitera por hacer chistes sobre Carrero Blanco https://t.co/okckZgltId…,158,70,472,72,Amsterdam,
_TripleD_,_TripleD_,2017-03-30 13:56:27,RT @FerraxPLS: ¿Os imagináis todo Twitter en la cárcel por chistes de Carrero Blanco?,457,192,12409,8023,London,Las palmas de Gran DEMAAACIA
hiraharas,hiraharas,2017-03-30 13:56:27,RT @Alex_Argrok: @hiraharas Gente siendo condenada por chistes sobre Carrero Blanco y tu en libertad después de esto.😢,386,670,205661,27252,Amsterdam,Byakudan Senior High School
Trek_970,Trek_970,2017-03-30 13:56:27,"RT @agarzon: Un año de cárcel a la tuitera que hizo chistes sobre Carrero Blanco, un fascista volador. Este régimen está podrido. https://t…",180,90,5399,5929,,Spain
velherysemy,velherysemy,2017-03-30 13:56:23,"RT @el_pais: ""Me asusta que la libertad de expresión, por lamentable que sea, pueda acarrear cárcel"". Por Lucía Carrero Blanco https://t.co…",522,360,37533,5517,,
Sucedaneosdesal,Sucedaneosdesal,2017-03-30 13:56:19,RT @TigrilloTW: El facha de Schrödinger: pide que el bus tránsfobo circule porque libertad de expresión pero exige cárcel si haces chistes…,289,991,103457,44184,Madrid,IMT 
juanza74,juanza74,2017-03-30 13:56:17,RT @juralde: #Cassandra condenada a un año de prisión por hacer tuits sobre Carrero Blanco...¿Donde quedó la Justicia? #Lamentable,2775,2595,52743,6154,,everywhere
Carbilian,Carbilian,2017-03-30 13:56:15,"RT @chselles: Para que quede claro: Carrero Blanco, víctima; los 114.000 desaparecidos del franquismo, pasado",124,74,384,480,,Cornisa del piso veintitrés 
tinapfaparla,tinapfaparla,2017-03-30 13:56:15,"RT @AngGomz: Como explicará Rajoy en Europa que en España por hacer un chiste de Carrero Blanco, vamos un dictador, vas a la cárcel",423,446,10256,5774,Athens,"Parla, España"
luiiigiiisss,luiiigiiisss,2017-03-30 13:56:14,RT @laurited: Al pavo que le dio la paliza a la novia en el portal de su edificio 9 meses de cárcel y a Cassandra por chistes de Carrero Bl…,425,379,5443,6175,,tu puta madre
frampiza,frampiza,2017-03-30 13:56:13,"RT @el_pais: “Están rescatando tuits de cuando tenía 15 años"". Habla Cassandra Vera, condenada por los chistes de Carrero Blanco https://t.…",410,257,22230,2562,,
MariaOxbow,MariaOxbow,2017-03-30 13:56:13,RT @DaniAlvarezEiTB: Carrero Blanco es considerado víctima del terrorismo. Lasa y Zabala no. #cassandra,1718,961,168114,1901,Athens,Barcelona
ExtremaduraRoja,ExtremaduraRoja,2017-03-30 13:56:09,"RT @CEstudiantilB: Toda nuestra solidaridad con Cassandra. Hacer chistes sobre Carrero Blanco, el primer español en llegar al espacio, no p…",12702,15196,1099,119,Madrid,★☭♀Ⓐ Extremadura Ⓐ♀☭★
NNuriapat,NNuriapat,2017-03-30 13:56:08,"RT @jovenesenpie: Cassandra Vera condenada a un año de prisión por chistes de Carrero Blanco. Mientras, los que saquean lo de todas siguen…",816,473,12873,10127,,Alicante España
Frida_Arenal,Frida_Arenal,2017-03-30 13:56:07,"RT @Barbijaputa: ""Carrero Blanco que estás en los cielos""
https://t.co/kEwLKPgCuE
por @carnecrudaradio",1048,1089,18266,16864,,'Soy sobreviviente' Aldunate
Alex_Argrok,Alex_Argrok,2017-03-30 13:56:05,@hiraharas Gente siendo condenada por chistes sobre Carrero Blanco y tu en libertad después de esto.😢,282,137,22538,7110,Madrid,"Valencia, España"
Fqnd0D,Fqnd0D,2017-03-30 13:56:05,RT @DxncingForRain: No vayáis de superiores por tener el B1 que Carrero Blanco con el C4 llegó mucho más alto,586,172,5553,5989,Pacific Time (US & Canada),Vecindario
MartaArpema,MartaArpema,2017-03-30 13:56:04,"RT @agarzon: Un año de cárcel a la tuitera que hizo chistes sobre Carrero Blanco, un fascista volador. Este régimen está podrido. https://t…",4980,5233,89126,2645,,DE MADRID ❤️❤️❤️
diegodegalicia,diegodegalicia,2017-03-30 13:56:02,"Que si Franco, ETA, Carrero Blanco, A Iglesia... xa si eso o da corrupción, paro, educación e sanidad sacamos o tema nas próximas eleccions.",502,680,5834,656,Madrid,Fogar de Breogán
ERNESTINAFONTAL,ERNESTINAFONTAL,2017-03-30 13:56:01,RT @carnecrudaradio: Carrero Blanco que estás en los cielos https://t.co/UfPodr9lV1 Mi artículo sobre #Cassandra,506,781,43294,8402,,ciudadana del mundo !! 
CarulVila,CarulVila,2017-03-30 13:56:00,RT @laurited: Al pavo que le dio la paliza a la novia en el portal de su edificio 9 meses de cárcel y a Cassandra por chistes de Carrero Bl…,679,1055,45092,14984,Belgrade,"Villajoyosa, España"
gimenadeshelark,gimenadeshelark,2017-03-30 13:55:55,"RT @PabloMM: Mi padre contaba que tras la muerte de Carrero Blanco, en los bares de confianza, se decía: ""pida vino tinto, el blanco está p…",196,133,6594,604,Madrid,♀
araultabagon97,araultabagon97,2017-03-30 13:55:55,"Ahora resulta que la detienen no porque el tuit sea sobre Carrero Blanco, si no porque a el lo mató ETA.
La derecha esp no viviría sin ETA",1868,704,62628,901,Ljubljana,extrema izquierda
luiskren,luiskren,2017-03-30 13:55:53,RT @agarzon: Genial artículo de @carnecrudaradio sobre Carrero. No fue víctima del terrorismo sino un terrorista de la dictadura: https://t…,142,38,207,308,,españa
AnicaCedillo,AnicaCedillo,2017-03-30 13:55:51,"RT @carnecrudaradio: ""Carrero no es víctima del terrorismo, es verdugo de un régimen terrorista, que es justo lo contrario""

https://t.co/q…",392,205,8911,8108,,Zaragoza
Merrcuryy,Merrcuryy,2017-03-30 13:55:51,RT @gerardotc: Mi chiste preferido de Carrero Blanco es el que contó alguien que tiene inmunidad. https://t.co/ttGOBcvdPy,262,231,22662,580,Athens,
DaniiCorraless,DaniiCorraless,2017-03-30 13:55:51,RT @Berlustinho: Os dejo unos cuantos chistes sobre Carrero Blanco condenados con cárcel: https://t.co/TfiDgzyFU7,609,334,1765,2115,Hawaii,Madriz
rblascom,rblascom,2017-03-30 13:55:50,"RT @ctxt_es: Manifiesto de apoyo a Cassandra Vera.  #YosoyCassandra
Basta de mordazas. ¡Súmate! https://t.co/FLH7dps5M4 https://t.co/8UTvzG…",84,77,3633,117,,
GarabatosAlbert,GarabatosAlbert,2017-03-30 13:55:50,RT @Well086: El estado español antes defenderá los derechos del dictador Carrero blanco q los derechos de uno de sus más ilustres escritore…,573,367,6825,510,,
EvaWilliamDavis,EvaWilliamDavis,2017-03-30 13:55:49,RT @TigrilloTW: El facha de Schrödinger: pide que el bus tránsfobo circule porque libertad de expresión pero exige cárcel si haces chistes…,344,254,5835,6234,,
busaiiku,busaiiku,2017-03-30 13:55:48,"RT @PabloMM: Mi padre contaba que tras la muerte de Carrero Blanco, en los bares de confianza, se decía: ""pida vino tinto, el blanco está p…",112,257,28380,1471,Paris,spain {独りきり 思い出す あの日}
oitaven,oitaven,2017-03-30 13:55:48,"RT @subversivos_: Después de lo de Cassandra y Carrero Blanco #AhoraTocaRepública ,  ¿Por qué tenemos que heredar un jefe de estado que no…",743,284,8768,6072,,
rakeld12341234,rakeld12341234,2017-03-30 13:55:46,"RT @bufetalmeida: También se dice que si el atentado de Carrero Blanco no merece protección penal, habría víctimas de ETA de diversas categ…",680,3214,115041,31369,,EUSKADI
IAtxa,IAtxa,2017-03-30 13:55:45,RT @gerardotc: Mi chiste preferido de Carrero Blanco es el que contó alguien que tiene inmunidad. https://t.co/ttGOBcvdPy,1235,637,10943,1210,Madrid,"EH, España, France."
DavidKisk,DavidKisk,2017-03-30 13:55:45,RT @DxncingForRain: No vayáis de superiores por tener el B1 que Carrero Blanco con el C4 llegó mucho más alto,136,317,31758,20480,Madrid,"Another Time, Another Place."
de_buenatinta,de_buenatinta,2017-03-30 13:55:43,"Carrero Blanco era un hombre recio, honesto, austero. Nada amigo del lujo, todo lo contrario, lo que le originó enemigos y traidores (3).",332,758,7637,4484,,España
nomoreonion,nomoreonion,2017-03-30 13:55:42,se rumorea que carrero blanco se comió una tortilla con cebolla antes de su atentado,10,16,496,147,,
rakeld12341234,rakeld12341234,2017-03-30 13:55:41,RT @pastoreta1: Carrero Blanco que estás en los cielos https://t.co/EqbJXlNaNB vía @carnecrudaradio,680,3214,115041,31369,,EUSKADI
identitaryspain,identitaryspain,2017-03-30 13:55:37,"RT @PabloGRodrgz: Seguro que si hago un chiste de los abogados de Atocha, los que apoyan a la del chiste de Carrero Blanco me defenderían i…",263,110,732,90,,CAϟTILLA-EϟPAÑA-EVR⊕PA
lluispeiro,lluispeiro,2017-03-30 13:55:36,"RT @matussera: -Tú también has colgado chistes de Carrero Blanco, no me lo digas.
-Chi. https://t.co/YNuwWcZAWx",244,110,8360,1277,Berlin,catalunya
MonteroGlez,MonteroGlez,2017-03-30 13:55:36,"RT @ctxt_es: Manifiesto de apoyo a Cassandra Vera.  #YosoyCassandra
Basta de mordazas. ¡Súmate! https://t.co/FLH7dpJGDC https://t.co/YSdwzk…",7769,7808,27225,2668,Madrid,
dvd_bcn,dvd_bcn,2017-03-30 13:55:34,RT @RPuigiR: No hace falta hacer chistes sobre Carrero Blanco para que te sienten en el banquillo;basta con ser un político que obedezca a…,1294,761,34699,31624,Amsterdam,☆ Catalunya ☆
agarciaportela,agarciaportela,2017-03-30 13:55:33,"RT @pilar51: Respeto y consideración merecen los muertos en las cunetas, no el régimen que los enterró allí @carnecrudaradio https://t.co/6…",7854,8426,274907,146050,,A coruña
yacareto,yacareto,2017-03-30 13:55:32,"RT @JuanDiegoBotto: Convertir al verdugo en víctima.. Lean a @carnecrudaradio ""Carrero Blanco que estás en los cielos""  https://t.co/Jb2cP5…",2248,2235,75830,11037,Madrid,el mundo
Molt05,Molt05,2017-03-30 13:55:31,"RT @Well086: Que tontos sois haciendo chistes de Carrero blanco, cuando podéis hacer chistes de los catalanes que nunca os pasará nada coño…",157,16,73,11,,
SoniaEspinar1,SoniaEspinar1,2017-03-30 13:55:31,RT @gerardotc: Mi chiste preferido de Carrero Blanco es el que contó alguien que tiene inmunidad. https://t.co/ttGOBcvdPy,143,162,16932,15850,Athens,
velherysemy,velherysemy,2017-03-30 13:55:30,"RT @el_pais: La nieta de Carrero Blanco ve ""un disparate"" pedir cárcel por tuits sobre su abuelo y escribió este artículo https://t.co/6lZd…",522,360,37533,5517,,
modnop,modnop,2017-03-30 13:55:29,"RT @elpadrecorajede: Golpear a una mujer+arrastrarla por el suelo de los pelos+patearla=9 meses de carcel
13 chistes de Carrero Blanco=un a…",306,69,8159,1214,Madrid,En mi mundo.
claudiaglow_,claudiaglow_,2017-03-30 13:55:26,"RT @ulises_sevilla: - y a ti, ¿por qué te encerraron?
- chistes de Carrero Blanco, ¿y tú?
- títeres https://t.co/mMm3GYkRxZ",122,272,37884,227,Madrid,"Málaga, Andalucía"
franja50,franja50,2017-03-30 13:55:26,RT @orue_s: Condenada a un año de prisión la tuitera que se mofó de Carrero Blanco https://t.co/AUqOyAyyBo,303,296,6926,2022,,Asturias
angelmoran1957,angelmoran1957,2017-03-30 13:55:19,"RT @subversivos_: Niego la mayor. Carrero no es víctima del terrorismo, es verdugo de un régimen terrorista @carnecrudaradio 
https://t.co/…",2910,2941,58757,139,Athens,españa
Engels06,Engels06,2017-03-30 13:55:18,RT @joseph22795: Viendo esto de Carrero Blanco nos seguimos preguntando xq los catalanes se quieren ir?@gabrielrufian os cabe un andaluz má…,347,78,3276,1269,,
Marie_Chain,Marie_Chain,2017-03-30 13:55:16,"De Carrero Blanco no podemos hacer chistes porque puedes acabar en el talego.Entonces🤔De Alfonso Xll?De Kennedy?De Bin Laden?Chico, qué lío",466,91,130,287,,
dsdlaluna,dsdlaluna,2017-03-30 13:55:16,RT @eljueves: Condenan a Cassandra Vera por chistes de Carrero Blanco. ¿El Estado intimidando a sus ciudadanos? De @respetocanas https://t.…,271,64,2930,385,Amsterdam,España
enriquehuno,enriquehuno,2017-03-30 13:55:14,La terrible figura de Carrero Blanco está de actualidad. ¿Pero quién fue?  https://t.co/RoMrREg8rp,2024,2064,12171,542,London,"Tenerife, CANARY SLAND"
DoktorZero,DoktorZero,2017-03-30 13:55:12,"RT @monicaadepe: Tip y Coll, 1983. No hay más palabras, señoría.
 #YoSoyCassandra
https://t.co/4BjeenakkZ @ctxt_es https://t.co/UaO7ViSm5z",233,817,54583,12710,Madrid,Valenciano en Salou
Escriban2,Escriban2,2017-03-30 13:55:12,Carrero Blanco que estás en los cielos https://t.co/AxLzTUy88D vía @eldiarioes,875,391,33054,3985,,
jorgepfdez,jorgepfdez,2017-03-30 13:55:12,RT @LostinGranada: En Alemania piensan mis amigos que han sentenciado una española por honrar al fascista Carrero Blanco. No se creen que e…,1761,1672,124222,2711,,España
shirusly,shirusly,2017-03-30 13:55:08,RT @TigrilloTW: El facha de Schrödinger: pide que el bus tránsfobo circule porque libertad de expresión pero exige cárcel si haces chistes…,187,212,7854,14926,Europe/Madrid,"Valencia, Spain"
MarrrtaGL,MarrrtaGL,2017-03-30 13:55:07,RT @laurited: Al pavo que le dio la paliza a la novia en el portal de su edificio 9 meses de cárcel y a Cassandra por chistes de Carrero Bl…,590,304,5638,3762,Madrid,"Tres Cantos, Madrid"
Boludowski,Boludowski,2017-03-30 13:55:06,"RT @JuakoMalavirgen: ¿Os imagináis que se filtra otra escucha telefónica al rey y, entre movidas de amantes, cuenta un chiste sobre Carrero…",377,500,79718,37534,Brasilia,HOSPITAL ESPECIAL 
Carlesescario,Carlesescario,2017-03-30 13:55:05,"RT @jorgecarrion21: Carrero Blanco no fue víctima sino victimario.
Y fue terrorista durante la guerra civil y el franquismo: dominación por…",57,17,1301,1469,Madrid,
gemaa_dm,gemaa_dm,2017-03-30 13:55:04,RT @laurited: Al pavo que le dio la paliza a la novia en el portal de su edificio 9 meses de cárcel y a Cassandra por chistes de Carrero Bl…,515,641,38488,38761,Amsterdam,871'1 km; Irene ♡ 
Svartasmeden,Svartasmeden,2017-03-30 13:55:02,RT @eljueves: Condenan a Cassandra Vera por chistes de Carrero Blanco. ¿El Estado intimidando a sus ciudadanos? De @respetocanas https://t.…,43,47,1765,2784,,"Everywhere, nowhere"
tvmuelas,tvmuelas,2017-03-30 13:55:01,"RT @carnecrudaradio: ""Carrero no es víctima del terrorismo, es verdugo de un régimen terrorista, que es justo lo contrario""

https://t.co/q…",204,123,14942,6406,,
JimMonteverdi,JimMonteverdi,2017-03-30 13:54:59,RT @VictorGonz54: Condena de UN AÑO de prisión a Cassandra por 13 twitts de Carrero Blanco ... Ups! Perdón esta no es la imagen ⤵⤵ #Iglesia…,438,238,2423,6603,,Madrid
hectorpezloz,hectorpezloz,2017-03-30 13:54:58,RT @ALTER_info: Vivimos en la impunidad del franquismo. Cassandra Vera @kira_95 condenada a 1 año por chistes sobre Carrero Blanco. No hay…,703,688,13291,12128,Madrid,VALLEKAS 
LOngJOhnS1lv3r,LOngJOhnS1lv3r,2017-03-30 13:54:58,Yo también me río con los chistes de Carrero y su viaje espacial financiado por ETA | @ctxt_es https://t.co/TLRtGzI8nq,1381,1050,13416,5032,Lisbon,Madrid - Gran Canaria
nuriabenet77,nuriabenet77,2017-03-30 13:54:54,"RT @subversivos_: Niego la mayor. Carrero no es víctima del terrorismo, es verdugo de un régimen terrorista @carnecrudaradio 
https://t.co/…",3490,5337,294948,185885,Madrid,
MargaFeminista,MargaFeminista,2017-03-30 13:54:54,RT @Berlustinho: Os dejo unos cuantos chistes sobre Carrero Blanco condenados con cárcel: https://t.co/TfiDgzyFU7,179,73,2998,3416,,
DiegoMartinAlbo,DiegoMartinAlbo,2017-03-30 13:54:54,RT @luisAlvar0: Si Carrero Blanco bajara la cabeza...,401,306,9346,1073,Madrid,"Toledo,Spain"
DAMISSEL,DAMISSEL,2017-03-30 13:54:51,https://t.co/0smyFRBaMm. Otro indeseable pero más vergüenza da porque es el alcalde de una ciudad,697,538,16971,18074,Madrid,Cadiz
DanieleBranxi,DanieleBranxi,2017-03-30 13:54:50,RT @agarzon: Genial artículo de @carnecrudaradio sobre Carrero. No fue víctima del terrorismo sino un terrorista de la dictadura: https://t…,156,61,95,28,Amsterdam,
almaa_torrees,almaa_torrees,2017-03-30 13:54:50,"RT @gerar666: Prohibido hacer chistes sobre el fascista Carrero Blanco porque, para chiste, nuestro país.
#YoSoyCassandra https://t.co/cY20…",387,745,13972,7146,,
