Source,Target
EliCube,moedetriana
sandro_pereyra,Xuxipc
dakm79,jatirado
BlackSoul_14,FrasesDelLol
PX1807,moedetriana
Mmartagr99,moedetriana
fuck0pinions,Gladiadora_T
BenitoPuentes,protestona1
asparuh7,El_Intermedio
asparuh7,El_Intermedio
CristinaVeiga_,Sr_Dios
JaviShiffer,moedetriana
VictorAlmaciga,iescolar
Yep_Im_Crazy,RosaKittieChaos
voygliz_,bufetalmeida
SarcasticLalo,elmundotoday
FrancescMane,Diario_16
cinta_gsentis,elmundotoday
eduitoko,kikolo777
L15051967,Pilar1207
PedroElPedrin,Carpe6763Real
PedroElPedrin,s
BegoaPVillar,el_pais
Aaron0lopez,moedetriana
prot0typezer0,DxncingForRain
asparuh7,JuanRaeiros
asparuh7,elperiodico
bruno8893,elmundotoday
irenussss,elmundotoday
nuuriiaahg,elmundotoday
R0ndras,DxncingForRain
FrancJfarmo,TigrilloTW
Ibangarciadb,MoltoMiguel
Ibangarciadb,Ibangarciadb
Ibangarciadb,eldiarioes
Xoan_Alcalde,spainrealfocus
Xoan_Alcalde,ahorapodemos
Xoan_Alcalde,iunida
Xoan_Alcalde,PSOE
Xoan_Alcalde,CiudadanosCs
Xoan_Alcalde,PPopular
Xoan_Alcalde,Esquerra_ERC
adripl9,moedetriana
elzetache,mantonieta1536
lyuva26,MistralS
analopezlobaton,ElviraLindo
analopezlobaton,el_pais
LFernandezC19,moedetriana
Gonzalo_Casas85,eljueves
Efe_Morningstar,_ju1_
Efe_Morningstar,kira_95
Ferpavonher,ElviraLindo
Ferpavonher,el_pais
IsabelDK8,jatirado
ElenaLibia,elconfidencial
ElenaLibia,juansotoivars
lapekamarina,elmundotoday
angel_simon,TigrilloTW
xNicoAranx,elmundotoday
Gili_pollo,moedetriana
leila_na,elconfidencial
leila_na,juansotoivars
BlankName_Error,elmundotoday
rubencc45,elmundotoday
Erromoko,PilarHLuc
edeturbon,IgnatiusFarray1
ivansilvamatias,elmundotoday
chema_barragan,PerterPunk
Sevilla__news,Sevilla__news
Carmenmca98,RosaKittieChaos
NolaP56,Carpe6763Real
NolaP56,s
dBmedico,MistralS
PeioPEDRO,anirubio
PeioPEDRO,El_Intermedio
Airatarra,Well086
Airatarra,yuzpep
Terrcola2,elmundotoday
dieguitocoria,elmundotoday
Txirrina,MistralS
xaviolivella,MistralS
derreteix,elmundotoday
Txolotronic,PilarHLuc
Orion245,Airiwn
Orion245,carnecrudaradio
_whenseptember_,TigrilloTW
javi_m_u,elmundotoday
Sentenciada_,RosaKittieChaos
DMarzal,TigrilloTW
elxavisole,TigrilloTW
tressymaniqui,elmundotoday
CincoTriana,jatirado
daniportelilla,jatirado
COSTAMARTA10,antsallan
Ivn03457994,elmundotoday
rollerpalmer,dolaresyrublos
superguille342,RubenSanchezTW
ReyDelMazapan,TigrilloTW
avtvmn,elmundotoday
Pseudoceraptor,elmundotoday
Rosmarinussp,vmm7773
__halfaperson,TigrilloTW
Xesco_Fco,elmundotoday
TerceraRepublca,MistralS
eloicinho,dexamina
Rosmarinussp,gerardotc
O_edipus,CarlaBotb
rosenlejendaria,iescolar
LeticiAisha,TigrilloTW
VidafelizVida,verne
elisavizuete,carnecrudaradio
VictorAlmaciga,Jordivll
JaviAlbaC,TigrilloTW
MonicaICalzada1,Carpe6763Real
MonicaICalzada1,s
elphamega,elmundotoday
juanjeasecas,Paula__Quilez
garthansaal,elmundotoday
VaroRose__,moedetriana
OAlonsoToledo,Jevirivas
OAlonsoToledo,Ibangarciadb
OAlonsoToledo,eldiarioes
turbojulien,96_Yeyo
Ibangarciadb,Jevirivas
Ibangarciadb,Ibangarciadb
Ibangarciadb,eldiarioes
cachotrozo666,Carpe6763Real
cachotrozo666,s
isagere1,ElviraLindo
isagere1,el_pais
JuanRaeiros,elperiodico
turbojulien,96_Yeyo
peibolmth,BeardyManu
peibolmth,NTMEP
lemonbvbe,RosaKittieChaos
rosira_rosi,El_Intermedio
rosira_rosi,El_Intermedio
kayydallsv,fermont1965
chiquihammer,IgnatiusFarray1
etxegibela,carnecrudaradio
berna731garcia,El_Intermedio
DavidSampayo1,moedetriana
mongp1,ulises_sevilla
desdealepo,BeardyManu
desdealepo,NTMEP
frangum,Guillemlopez21
Disomniaa,GengarFantasma
lluisribasmelia,elmundotoday
Riotgrrrl25,TigrilloTW
NavarraForal,lasangriadelosv
montsecasaus,Mas_Enfurecido
GemAysh,elmundotoday
alexpose1,AnovaCompostela
alexpose1,xmBEIRAS
Luisemparan,elmundotoday
PallasSalpalga,JavierLezaola
NoeCruuz,ulises_sevilla
MilaDarkoPoe,TigrilloTW
anaaraceli1234,subversivos_
_laauraa_12,moedetriana
barreirobust,Berlustinho
Villak_Box,gerardotc
62_David,Xuxipc
laurolas13,ElviraLindo
laurolas13,el_pais
jcmdea,TigrilloTW
teatralizar,elmundotoday
vikichx,Xuxipc
VictorAlmaciga,TigrilloTW
Jordi75204,GengarFantasma
Morpheus11M2004,dolaresyrublos
marcqueralt,Mas_Enfurecido
Tarrasilla,ulises_sevilla
Villak_Box,Sr_Dios
celiamora4,Carpe6763Real
celiamora4,s
edelweissdelsur,Xuxipc
zaharrakberri,IgnatiusFarray1
JesusPascualSH,elmundotoday
charolo1,Pilar1207
FrancescMane,ecorepublicano
Daviid_coslada,elmundotoday
TottiMangini,moedetriana
yastayalohedixo,franchosa
vinyeglas,MistralS
A_Icedo,moedetriana
esteren3onidos,SeijoDani
esteren3onidos,NuevaRevoluci0n
tressymaniqui,Xuxipc
martamiglp,elmundotoday
Mugen22544,elmundotoday
TurfitaTurf,carnecrudaradio
MariadelCorpus,MistralS
rosira_rosi,Xuxipc
LuMartinBCN,manuelansede
LuMartinBCN,Pablo_Iglesias_
paybolgg,moedetriana
EvaristoRe,VidaModernaOML
edelweissdelsur,elmundotoday
LuisSanJuan,JavierLezaola
PallasSalpalga,_rubot
juliosanzmillan,elmundotoday
poema29,joselabs
yozoyderzu,elmundotoday
LrdsgtrrzCano,Carpe6763Real
LrdsgtrrzCano,s
lacastaserie,elmundotoday
finalourido,agarzon
finalourido,carnecrudaradio
GemmaTrono,moedetriana
nubecitaverde7,publico_es
nubecitaverde7,FacuDiazT
nubecitaverde7,NTMEP
missylolahuetem,manuelansede
missylolahuetem,Pablo_Iglesias_
Yer_Wells,elmundotoday
MoltoMiguel,Ibangarciadb
MoltoMiguel,eldiarioes
conchajua,Carpe6763Real
conchajua,s
Mallus_Malleus,ulises_sevilla
C0nel0l,elmundotoday
Lleterolet,elmundotoday
joan_enrera,Mas_Enfurecido
Gabriela24100,wrtLy
agote_igor,eljueves
finalourido,ulises_sevilla
KrisTinuja,alruwa
xarnegosperlain,Mas_Enfurecido
moramalicia,publico_es
moramalicia,FacuDiazT
moramalicia,NTMEP
IsadoraDuncan3,ElviraLindo
IsadoraDuncan3,el_pais
jadudris,kira_95
elhombrepolilla,TigrilloTW
Phi_31416,guardiacivil
ro192_,elmundotoday
Sr_Cornamenta,TigrilloTW
Pensadero_,moedetriana
GPerez29,elmundotoday
Davinia_Sanchez,moedetriana
MariaJe92917481,iescolar
GuillermoArenal,gallir
Oryctes1,007maispace
YolandaTesoro,_ju1_
YolandaTesoro,kira_95
JuanyGar63,publico_es
JuanyGar63,FacuDiazT
JuanyGar63,NTMEP
JotaDeRivia,kikolo777
marc_petisco,elmundotoday
asparuh7,cayeruby
C0nel0l,moedetriana
Cristinoto,elmundotoday
Ahmadinejaj,Pilar1207
Franvallelindez,TigrilloTW
escritoestaen,ElviraLindo
escritoestaen,el_pais
artellodi,Yo_Soy_Asin
Franvallelindez,Klaseobreratk
Franvallelindez,kira_95
pmarin_07,moedetriana
villarpordi,agarzon
OkamiMarc15,TigrilloTW
amuntan1,RataDesletrada
juanmmerida,OjeteAlmendra_
bitajr,Xuxipc
Fenyxnism,TigrilloTW
MalMayiriti,_ju1_
MamadeJoel,elmundotoday
tressymaniqui,Pilar1207
JoaquinCGF,ulises_sevilla
_Ethan_23,Gladiadora_T
aidagcoloret,kikolo777
Gringri,Xuxipc
DJ_DaBeat_,IgnatiusFarray1
mamvilo54,Pilar1207
huelgadehambre9,elmundotoday
Andrew_gcho,elmundotoday
MonicaICalzada1,_ju1_
MonicaICalzada1,kira_95
Juan46818851,MistralS
rosenlejendaria,TigrilloTW
turbojulien,El_Intermedio
inescasher,moedetriana
Junqui_Indepe,ulises_sevilla
Jorgetura,ElviraLindo
Jorgetura,el_pais
nolbertus,El_Intermedio
nolbertus,El_Intermedio
luk131256,elmundotoday
kordiux,chselles
EkoTangoMike,elmundotoday
roy_swan,Pilar1207
tressymaniqui,PilarHLuc
kroketen,Guillemlopez21
malamante25,Pilar1207
MARIAJOSECAMBL1,gonzoonews
Nurinurem,Pilar1207
MArroyoDPF,elperiodico
MonicaICalzada1,Pilar1207
Riiiiiiikki,elmundotoday
ErTeoigo,elmundotoday
Galazds,agarzon
Galazds,carnecrudaradio
locadellosgatos,Jordivll
Nostrias,joselabs
Hibiset,joselabs
Jevirivas,Ibangarciadb
Jevirivas,eldiarioes
locadellosgatos,BeardyManu
locadellosgatos,NTMEP
malamante25,Xuxipc
alvarogardj,antoniomrtnez
luk131256,protestona1
NomDePava,TigrilloTW
luk131256,vmm7773
unconsumidorcab,elmundotoday
0josesoto,_ivanATM
ManuelCostoya3,cayeruby
RocioKrister,elmundotoday
pablozakat,elmundotoday
JustAShadowGame,carbemagall
EstrellaMalicia,Pilar1207
villarpordi,MistralS
MalMayiriti,_ju1_
MalMayiriti,kira_95
Leganav,Cat72222
SergioSoriano95,PerterPunk
JesusAR76,moedetriana
MonicaICalzada1,GrumeteCorsario
Martaaced,SergheiFrutos
AlbertoCarax,moedetriana
PiedrafitaMario,MistralS
rrafaroman,Xuxipc
nazarenozarlop,HoyNoticia13tv
nazarenozarlop,Amartinbeaumont
azotaina,MistralS
FreakVallekas,moedetriana
DGR33654967,gerardotc
josemanuelmca,iescolar
airloex,elmundotoday
pantspunky,Jordivll
lolabas_,ElviraLindo
lolabas_,el_pais
Carlos1A9S8D4,Pilar1207
torregrosap,MistralS
PagesPilar,Jordivll
FRANSCAR81,VzqueVictor
FRANSCAR81,DoIartomorrow
FRANSCAR81,marianorajoy
Tonicrrs,elmundotoday
anaestrella2698,OneDayOfGlory
Nurinurem,DavidPinoG
renscrylo,carbemagall
malasombra999,MistralS
DanyMm13,USAvsSPAIN
luposinister666,elmundotoday
BoigDelTerrat,manelmarquez
ex_men_in_black,carbemagall
carmen171258,gerardotc
getox98,BeardyManu
getox98,NTMEP
carlitosgg87,IgnatiusFarray1
tonettotom,ManoloMontalt
forameuss,elmundotoday
1denmadrid,_ju1_
1denmadrid,kira_95
ramadeolivo1,ctxt_es
ADcid25,moedetriana
Don_Guisantes,Pilar1207
FrancisMerida97,eljueves
Torvicxs,elmundotoday
fxgarriga,elmundotoday
yisucrist_tt,IgnatiusFarray1
JuanmaGalvan,Carpe6763Real
JuanmaGalvan,s
gemalucky,gerardotc
_Pablo_Cruz_,gerardotc
SixtoRodrguez,AntonioMaestre
ASUNIXX,MistralS
ThunderKiiwi,TigrilloTW
luiypunto,PilarHLuc
rafa_penya,IgnatiusFarray1
IgorUriarte,jonathanmartinz
JCuervo013,randymeeks
mansan09,RebelinAluminio
PinoPinaceas,IgnatiusFarray1
f_mjose,publico_es
f_mjose,FacuDiazT
f_mjose,NTMEP
MonicaICalzada1,apuertamartin
malamante25,NoeMartri
malamante25,Maria_Beatle
malamante25,eljueves
CrisisBA78,TigrilloTW
Juancontecho,McVay3
NomDePava,elmundotoday
Escalona06,la_iguanatv
pauladomeni,moedetriana
JaggerPupi,moedetriana
eulaliobe,ctxt_es
nicoalcoy777,moedetriana
villarpordi,gerardotc
AnaLlames,adoyma
AnaLlames,demiguelch
kirisutegomen_3,moedetriana
JoaquinCGF,moedetriana
DuxAdler,elmundotoday
Rita_GarciaM,RosaKittieChaos
CBchelUP,iescolar
9RosaM,elmundotoday
DTech_M,IgnatiusFarray1
mogorron,moedetriana
HerNenya,bufetalmeida
indijane4,Anonymous_UE_
indijane4,Wikipedia
Eiximena,elmundotoday
BegoaPVillar,iescolar
Gooooongutierre,ecorepublicano
Gran__Capitan,moedetriana
ngarrigosp,nuevatribuna
carcediano,moedetriana
gavilanetc,ctxt_es
patrivilaf,elmundotoday
bar_nie,Pilar1207
davidpxcheco,elmundotoday
_EXTINTOR,elmundotoday
nie1983rr,ElviraLindo
nie1983rr,el_pais
JustetJustet,IgnatiusFarray1
pipodegirasol,elmundotoday
mima134,bufetalmeida
milujuelena,elmundotoday
orangelrs,la_iguanatv
suonetar,elmundotoday
Alvarito1642,elmundotoday
Tinaquillera1,la_iguanatv
Jarbacete,kira_95
Jarbacete,cifupresidenta
luk131256,Carpe6763Real
luk131256,s
arivero,elmundotoday
LlucSegura,Gladiadora_T
Albert_Gramsci,solodeltiempo
Albert_Gramsci,_Queque_
laura_jacquet,eldiarioes
MateoTanco97,DxncingForRain
villarpordi,gerardotc
teresadepeche,Xuxipc
CaracolAutista,elmundotoday
OwenMontero,moedetriana
boixensesa,Mas_Enfurecido
draco544,Guillemlopez21
JtS1216_,elmundotoday
vivafrancoAE88,elmundotoday
MaaarGmz,elmundotoday
Ismaelrrey,invictusgamerof
Ismaelrrey,Carol_Raval
Jermy_mad,elmundotoday
iona_laia,Guillemlopez21
srbo959,gerardotc
Chipy_comunista,aslanpuntocl
LMadurell,RataDesletrada
martita_gll,elmundotoday
63Tierruo,TigrilloTW
Patxi_S_,jcsunen
Patxi_S_,carnecrudaradio
ManuelCostoya3,Cat72222
JuanNavarro_14,IgnatiusFarray1
JtS1216_,eljueves
dpem1969,ulises_sevilla
BYCHEMAOLMEDO,BYCHEMAOLMEDO
dudunello,MistralS
hornasol,Carpe6763Real
hornasol,s
Joan_RamonPrats,Sr_Dios
nicolas76658586,ulises_sevilla
locadellosgatos,TigrilloTW
julitowins,jcsunen
julitowins,carnecrudaradio
torrejon,esasOtra
clia_g,carnecrudaradio
agustiaullol,RataDesletrada
sushevi,Sentid2016Comun
Daykune,GengarFantasma
p_molins,TigrilloTW
clia_g,carnecrudaradio
il_largia,elmundotoday
clia_g,carnecrudaradio
angryfxminist,eljueves
luk131256,protestona1
_cienciaCON,NoeMartri
AuroraDAD,MistralS
HuuguitoRamos,elmundotoday
Robcampnou67,NoeMartri
hannahbcn1,RataDesletrada
jvlianvs,HermanosPelaez
CarmenGlez2016,arsenioescolar
Podemos_CPRA,Pilar1207
Laura_Haba,MistralS
c_escipion,dexamina
RebeckaRullan,MistralS
srbo959,TigrilloTW
maria_mariht,elmundotoday
falutimf,moedetriana
Ferreru4,vmm7773
Milacoru,El_Intermedio
Milacoru,El_Intermedio
MikelMoso,carlos_hem
maria_mariht,Maria_Beatle
maria_mariht,eljueves
CanarioAcosado,NoeMartri
AntoniFerrer2,Garrosa
JoseLuIllun,vmm7773
Salumafar,elmundotoday
XalbaZ,Aurelio_caba78
XalbaZ,hermanntertsch
JOSEMEDINNA,Pilar1207
NaitoGiga,elmundotoday
Toliol,Guillemlopez21
nicoalcoy777,elmundotoday
Buho_27,iescolar
DCGCOS,EsppeonzAguirre
dpem1969,Sr_Dios
CanarioAcosado,Carpe6763Real
CanarioAcosado,s
jgarmarin,JuvMorada
jgarmarin,elmundotoday
MOYA1960,Xuxipc
4lonsoHV,Loulogio_Pi
jrioukaris,moedetriana
jcmdea,_rubot
SugarReyes,javierjuantur
SugarReyes,demiguelch
JosLuisLopez17,elmundotoday
JuanRaeiros,subversivos_
BrunoBrotons,IgnatiusFarray1
L2P_Ky46,DxncingForRain
inesberea3,Guillemlopez21
ocuadradoma,Subnorbook
domines2011,elmundotoday
voluntatdeser,Well086
AdrikinhoG,elmundotoday
edugarman,el_pais
javiersolaiq,kikolo777
dfloj,TigrilloTW
GonMoraga,Gladiadora_T
capelanevesjose,pnique
Racsonion,dexamina
San_CN,kikolo777
BeYouBetForYou,moedetriana
susanandreu,gerardotc
Laura83TA,elmundotoday
jeronicat,elmundotoday
juanxiaomi,sbinefa
MartaAlnJorge,isaacfcorrales
podemosanidad,MistralS
albuixech_aitor,elmundotoday
MICHELS0SA,MistralS
Quiennosabes,elmundotoday
f_mjose,agarzon
f_mjose,carnecrudaradio
ma2vamaj2,dexamina
juanxiaomi,gerardotc
OlgaLosad,McVay3
KingDidak,USAvsSPAIN
PodemosBierzo1,jcsunen
PodemosBierzo1,carnecrudaradio
_Ndres98,elmundotoday
ciuda_co,BeardyManu
ciuda_co,NTMEP
f_mjose,carnecrudaradio
pedrogertrudix,Pilar1207
GustavoCortes52,Xuxipc
Phatndepressed,moedetriana
bicho_mariano,ElviraLindo
bicho_mariano,el_pais
sadar2016,Pilar1207
SergyMalaga,elmundotoday
juanxiaomi,TIP_RETURNS
kokolisoguapo,subversivos_
kokolisoguapo,MonederoJC
rednalJSua,DysulFurment
juanmatuti,moedetriana
angel_hrod,elmundotoday
Luricm,publico_es
Luricm,FacuDiazT
Luricm,NTMEP
editaosorio,ElviraLindo
editaosorio,el_pais
Arcaravan7,elperiodico
Makroll_,ElviraLindo
Makroll_,el_pais
ulitol,elmundotoday
AmelieMartillo,MistralS
Jaimejoalon,Gago1F
EdelmiraGil,Xuxipc
JorgeMoralesGar,IgnatiusFarray1
vomitandovizio,CEstudiantilB
AnVileP,elmundotoday
lmgmora,latule
Kardanido,elmundotoday
clia_g,BeardyManu
clia_g,NTMEP
apceramista,pnique
hugonemanarmy,elmundotoday
Pablito_Jefri,guille_lorca
javier19991,IgnatiusFarray1
Arcaravan7,vmm7773
car_mcarmen,iescolar
julescastello_,TigrilloTW
VeronicaGar16,Xuxipc
CarmenMayordom1,Sentid2016Comun
Mafaldilla64,iescolar
car_mcarmen,MistralS
aangelesrubio,manelmarquez
sarazamora_j,andrestark_46
carlos_romeral,moedetriana
tennant___,_ju1_
tennant___,kira_95
VelldeMerda,moedetriana
LuciMonterde,RataDesletrada
Nest_indy,Pilar1207
Carmen_blu,Sentid2016Comun
raulmolto,nacho991960
Robert__Neville,iescolar
Robert__Neville,virpb
Dani_Rodri97,elmundotoday
tespistalia,StopRepresionGr
PiotrGenius,elmundotoday
el_milioparre,ElviraLindo
el_milioparre,el_pais
manuelm63661079,nacho991960
manuelm63661079,kira_95
julescastello_,elmundotoday
B_tastique,moedetriana
nacho991960,nacho991960
eladiosantos,luisrueda96
mariaVSmaria,moedetriana
alpacaprinceso,__Shaketsu
GJimCor,elmundotoday
luiypunto,jreyeslopez
jcmdea,bufetalmeida
angeldevallecas,PilotoRojo73
MarBcn04,subversivos_
nacho991960,nacho991960
nacho991960,kira_95
alhama14camp,Mas_Enfurecido
YolandaDiazC,El_Intermedio
YolandaDiazC,El_Intermedio
miriammonux,BeardyManu
miriammonux,NTMEP
musoangel,iescolar
miguelyuste1,ElviraLindo
miguelyuste1,el_pais
corrs91,ElviraLindo
corrs91,el_pais
